model,category,dataset,query_format,chunk_strategy,n_chunks,chunk_expansion,pooling,has_prefix,MRR@1,Recall@1,HitRate@1,MRR@5,Recall@5,HitRate@5,MRR@10,Recall@10,HitRate@10,MRR@20,Recall@20,HitRate@20,MRR@50,Recall@50,HitRate@50,MRR@100,Recall@100,HitRate@100,P@1,NDCG@10,MAP@10,MeanRank,MedianRank,IQR_lo,IQR_hi,Rank>50_pct,Rank>100_pct,MRR@10_lo,MRR@10_hi,len_tercile_boundaries,len_MRR@10_short,len_P@1_short,len_Recall@10_short,len_MedianRank_short,len_n_short,len_mean_len_short,len_MRR@10_medium,len_P@1_medium,len_Recall@10_medium,len_MedianRank_medium,len_n_medium,len_mean_len_medium,len_MRR@10_long,len_P@1_long,len_Recall@10_long,len_MedianRank_long,len_n_long,len_mean_len_long,lex_spearman_rho,lex_spearman_p,lex_pearson_r,lex_pearson_p,lex_mean_overlap,lex_MRR@10_low_overlap,lex_P@1_low_overlap,lex_n_low_overlap,lex_MRR@10_mid_overlap,lex_P@1_mid_overlap,lex_n_mid_overlap,lex_MRR@10_high_overlap,lex_P@1_high_overlap,lex_n_high_overlap,geom_anisotropy,geom_self_similarity,geom_isoscore,geom_effective_rank
ClinicalBERT,Domain Encoder,PMC-Patients,natural_language,fixed_256,2000,4.0,mean,False,0.658,0.658,0.658,0.7037,0.784,0.784,0.7099134920634921,0.83,0.83,0.7133037950611479,0.878,0.878,0.7152923341544397,0.942,0.942,0.7155225248474426,0.956,0.956,0.658,0.7386163077296526,0.7099134920634921,21.19,1.0,1.0,4.0,5.800000000000001,4.3999999999999995,0.6725242857142857,0.7460102380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,PMC-Patients,keyword,fixed_512,1002,2.0,mean,False,0.008,0.008,0.008,0.017299999999999996,0.036,0.036,0.01954920634920635,0.054,0.054,0.021982526623703095,0.088,0.088,0.02441237055698258,0.168,0.168,0.026319630778790994,0.304,0.304,0.008,0.027585035601427037,0.01954920634920635,260.616,193.0,78.0,385.5,83.2,69.6,0.010972222222222223,0.02923075396825397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,PMC-Patients,natural_language,fixed_512,1002,2.0,mean,False,0.282,0.282,0.282,0.3565333333333333,0.488,0.488,0.36982380952380955,0.588,0.588,0.37622227824634946,0.682,0.682,0.3795965370314866,0.786,0.786,0.3806025721207668,0.858,0.858,0.282,0.4214729567253092,0.36982380952380955,50.422,6.0,1.0,36.25,21.4,14.2,0.3315700595238095,0.40885555555555547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,PMC-Patients,keyword,section,501,1.0,mean,False,0.03,0.03,0.03,0.04326666666666667,0.068,0.068,0.045862698412698404,0.088,0.088,0.05059550632545988,0.158,0.158,0.05518753045666591,0.302,0.302,0.05733995984352628,0.454,0.454,0.03,0.05578089318426623,0.045862698412698404,159.742,119.5,37.0,251.25,69.8,54.6,0.03126,0.062461845238095226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,PMC-Patients,natural_language,section,501,1.0,mean,False,0.286,0.286,0.286,0.3626666666666667,0.492,0.492,0.37559603174603173,0.584,0.584,0.38335372331486883,0.694,0.694,0.3868490004680375,0.802,0.802,0.387908063472201,0.876,0.876,0.286,0.42532937435792223,0.37559603174603173,39.732,6.0,1.0,32.5,19.8,12.4,0.33772843253968254,0.4144304761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,Synthetic,keyword,full,500,1.0,mean,False,0.006,0.006,0.006,0.011366666666666667,0.024,0.024,0.014282539682539681,0.046,0.046,0.016238144045496988,0.076,0.076,0.01872879550167,0.166,0.166,0.02086688625349691,0.314,0.314,0.006,0.021521710457185293,0.014282539682539681,201.642,188.0,72.5,318.0,83.39999999999999,68.60000000000001,0.006789325396825398,0.023231607142857144,"[289.0, 310.0]",0.030811646363971948,0.01744186046511628,0.0872093023255814,120.5,172.0,273.0348837209302,0.006576305220883535,0.0,0.030120481927710843,204.0,166.0,300.28915662650604,0.004629629629629629,0.0,0.018518518518518517,214.5,162.0,330.2098765432099,0.08193525221069305,0.06715708577356151,0.06902807890817902,0.12319741594573508,0.021358872458362526,0.004362745098039215,0.0,170.0,0.01708216619981326,0.0058823529411764705,170.0,0.02184771825396825,0.0125,160.0,0.9624553322792053,0.9869545698165894,0.8757644010970642,231.02651977539062
ClinicalBERT,Domain Encoder,Synthetic,natural_language,full,500,1.0,mean,False,0.052,0.052,0.052,0.08630000000000002,0.142,0.142,0.09762301587301588,0.23,0.23,0.10463676477461306,0.334,0.334,0.11144554301377278,0.542,0.542,0.1135929515856613,0.696,0.696,0.052,0.1282459198734889,0.09762301587301588,81.924,41.0,13.0,123.5,45.800000000000004,30.4,0.07728305555555555,0.11968500000000001,"[289.0, 310.0]",0.08316952750092285,0.040697674418604654,0.21511627906976744,38.0,172.0,273.0348837209302,0.09721266016446739,0.060240963855421686,0.19879518072289157,41.0,166.0,300.28915662650604,0.11338918283362728,0.05555555555555555,0.2777777777777778,54.0,162.0,330.2098765432099,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,Synthetic,keyword,fixed_256,1500,3.0,mean,False,0.006,0.006,0.006,0.015733333333333332,0.034,0.034,0.0181515873015873,0.052,0.052,0.020063627626243724,0.082,0.082,0.022194830624466554,0.154,0.154,0.024075695225358993,0.286,0.286,0.006,0.026104564244923138,0.0181515873015873,293.254,204.0,81.75,454.25,84.6,71.39999999999999,0.01079519841269841,0.027389206349206344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,Synthetic,natural_language,fixed_256,1500,3.0,mean,False,0.082,0.082,0.082,0.12279999999999999,0.202,0.202,0.13689285714285718,0.308,0.308,0.14341978208410097,0.404,0.404,0.14902131067580338,0.58,0.58,0.15105638142499203,0.722,0.722,0.082,0.1765687581451317,0.13689285714285718,87.376,33.0,7.0,111.25,42.0,27.800000000000004,0.11174178571428571,0.1625858134920635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,Synthetic,keyword,fixed_512,993,1.99,mean,False,0.006,0.006,0.006,0.008166666666666666,0.012,0.012,0.0112984126984127,0.036,0.036,0.012911715649331747,0.06,0.06,0.015095365802366758,0.136,0.136,0.017172064306976282,0.284,0.284,0.006,0.016813016494766662,0.0112984126984127,255.114,214.0,88.5,379.0,86.4,71.6,0.00429123015873016,0.01991263888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,Synthetic,natural_language,fixed_512,993,1.99,mean,False,0.028,0.028,0.028,0.049800000000000004,0.09,0.09,0.05763809523809524,0.152,0.152,0.06430720483506862,0.25,0.25,0.06886908694256773,0.404,0.404,0.07099489843416959,0.554,0.554,0.028,0.07936230975547759,0.05763809523809524,129.568,80.0,20.75,192.25,59.599999999999994,44.6,0.04157009920634921,0.07508676587301587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,Synthetic,keyword,section,993,1.99,mean,False,0.002,0.002,0.002,0.006566666666666667,0.014,0.014,0.008752380952380952,0.03,0.03,0.010707657572905252,0.06,0.06,0.013159018661286883,0.14,0.14,0.01475318982443913,0.256,0.256,0.002,0.01364266585377388,0.008752380952380952,260.082,217.0,94.75,375.25,86.0,74.4,0.003854642857142857,0.014953035714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClinicalBERT,Domain Encoder,Synthetic,natural_language,section,993,1.99,mean,False,0.044,0.044,0.044,0.06679999999999998,0.108,0.108,0.07552222222222223,0.174,0.174,0.08172142207637563,0.264,0.264,0.08657702481807786,0.426,0.426,0.08892004435504824,0.592,0.592,0.044,0.09831858427992589,0.07552222222222223,122.558,71.5,18.0,173.25,57.4,40.8,0.05700146825396825,0.09689355158730159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,MTSamples,keyword,full,500,1.0,mean,False,0.462,0.462,0.462,0.5677666666666666,0.734,0.734,0.5805642857142856,0.83,0.83,0.5843768750427418,0.882,0.882,0.5865061998834887,0.946,0.946,0.5869724203780561,0.976,0.976,0.462,0.640525665830118,0.5805642857142856,11.836,2.0,1.0,6.0,5.4,2.4,0.5416455952380952,0.6152904761904762,"[297.33399999999995, 508.833]",0.6233675506130596,0.5149700598802395,0.8323353293413174,1.0,167.0,197.32934131736528,0.5875549818320903,0.45180722891566266,0.8433734939759037,2.0,166.0,391.09638554216866,0.5308121851535024,0.41916167664670656,0.8143712574850299,2.0,167.0,794.8203592814372,-0.33148186742855706,2.744973960272936e-14,-0.15050155173692734,0.0007350967216814818,0.023151511067052426,0.42654215378766275,0.31137724550898205,167.0,0.5818034040925608,0.45180722891566266,166.0,0.7333547191331623,0.6227544910179641,167.0,0.24759061634540558,0.6807458400726318,0.9101409753389152,267.2435607910156
BioLORD-2023,Biomedical Retriever,MTSamples,natural_language,full,500,1.0,mean,False,0.688,0.688,0.688,0.7619333333333332,0.874,0.874,0.7684579365079365,0.924,0.924,0.7697935128596893,0.944,0.944,0.7711398265804256,0.98,0.98,0.7712387805676149,0.988,0.988,0.688,0.8061758516887504,0.7684579365079365,5.19,1.0,1.0,2.0,2.0,1.2,0.7381315476190476,0.800347619047619,"[297.33399999999995, 508.833]",0.809369356525045,0.7485029940119761,0.9101796407185628,1.0,167.0,197.32934131736528,0.7412483266398929,0.6626506024096386,0.9096385542168675,1.0,166.0,391.09638554216866,0.7545931945632545,0.6526946107784432,0.9520958083832335,1.0,167.0,794.8203592814372,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,MTSamples,keyword,fixed_256,1943,3.89,mean,False,0.454,0.454,0.454,0.5471666666666666,0.71,0.71,0.5605126984126985,0.808,0.808,0.565168213597548,0.876,0.876,0.5674008004977791,0.942,0.942,0.5677359098690433,0.964,0.964,0.454,0.619664972688824,0.5605126984126985,17.326,2.0,1.0,7.0,5.800000000000001,3.5999999999999996,0.52307375,0.5966115277777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,MTSamples,natural_language,fixed_256,1943,3.89,mean,False,0.76,0.76,0.76,0.808,0.884,0.884,0.8144738095238094,0.928,0.928,0.8164282198193963,0.954,0.954,0.8171674444700495,0.978,0.978,0.8172966125513742,0.988,0.988,0.76,0.8418917467244068,0.8144738095238094,6.372,1.0,1.0,1.0,2.1999999999999997,1.2,0.7840432142857142,0.8436785714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,MTSamples,keyword,fixed_512,973,1.95,mean,False,0.442,0.442,0.442,0.5517333333333333,0.716,0.716,0.5642103174603175,0.806,0.806,0.569770528851953,0.884,0.884,0.5715318590317776,0.94,0.94,0.5720662546219409,0.974,0.974,0.442,0.6228112863603438,0.5642103174603175,14.164,2.0,1.0,7.0,6.0,2.6,0.5280603373015873,0.5993694642857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,MTSamples,natural_language,fixed_512,973,1.95,mean,False,0.696,0.696,0.696,0.7697,0.884,0.884,0.7747730158730158,0.922,0.922,0.7771399282863679,0.954,0.954,0.7779832891866333,0.982,0.982,0.778071113649752,0.988,0.988,0.696,0.8106593125694745,0.7747730158730158,5.704,1.0,1.0,2.0,1.7999999999999998,1.2,0.7412601587301587,0.8061965674603174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,MTSamples,keyword,section,500,1.0,mean,False,0.462,0.462,0.462,0.5677666666666666,0.734,0.734,0.5805642857142856,0.83,0.83,0.5843768750427418,0.882,0.882,0.5865061998834887,0.946,0.946,0.5869724203780561,0.976,0.976,0.462,0.640525665830118,0.5805642857142856,11.836,2.0,1.0,6.0,5.4,2.4,0.5416455952380952,0.6152904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,MTSamples,natural_language,section,500,1.0,mean,False,0.688,0.688,0.688,0.7619333333333332,0.874,0.874,0.7684579365079365,0.924,0.924,0.7697935128596893,0.944,0.944,0.7711398265804256,0.98,0.98,0.7712387805676149,0.988,0.988,0.688,0.8061758516887504,0.7684579365079365,5.19,1.0,1.0,2.0,2.0,1.2,0.7381315476190476,0.800347619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,PMC-Patients,keyword,full,500,1.0,mean,False,0.154,0.154,0.154,0.20993333333333333,0.304,0.304,0.2252031746031746,0.416,0.416,0.2332333945809952,0.528,0.528,0.23847963430764413,0.69,0.69,0.23991970611504512,0.788,0.788,0.154,0.2699546249243753,0.2252031746031746,67.54,16.5,3.0,72.0,31.0,21.2,0.19571400793650795,0.2562611111111111,"[305.0, 495.16500000000013]",0.2985922146636432,0.22023809523809523,0.4880952380952381,14.0,168.0,208.53571428571428,0.18712121212121213,0.09696969696969697,0.4303030303030303,13.0,165.0,396.8727272727273,0.18900057028799544,0.1437125748502994,0.32934131736526945,22.0,167.0,704.8383233532934,-0.1612494098471926,0.00029421576113459124,-0.08029469346193462,0.07283752466164085,0.01914203940677667,0.16410037068719704,0.11976047904191617,167.0,0.19241250717154332,0.1144578313253012,166.0,0.3189002946487976,0.2275449101796407,167.0,0.28164470195770264,0.6139046549797058,0.910653895031561,286.9640808105469
BioLORD-2023,Biomedical Retriever,PMC-Patients,natural_language,full,500,1.0,mean,False,0.842,0.842,0.842,0.8825666666666666,0.95,0.95,0.8843380952380954,0.964,0.964,0.885792562992563,0.984,0.984,0.8862595543345543,0.996,0.996,0.8862952686202686,0.998,0.998,0.842,0.9038626719911551,0.8843380952380954,2.688,1.0,1.0,1.0,0.4,0.2,0.8592296031746033,0.9079840476190476,"[305.0, 495.16500000000013]",0.9570436507936508,0.9345238095238095,0.9940476190476191,1.0,168.0,208.53571428571428,0.881144781144781,0.8303030303030303,0.9575757575757575,1.0,165.0,396.8727272727273,0.8143522478851819,0.7604790419161677,0.9401197604790419,1.0,167.0,704.8383233532934,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,PMC-Patients,keyword,fixed_256,1861,3.72,mean,False,0.13,0.13,0.13,0.18123333333333336,0.272,0.272,0.19271190476190475,0.358,0.358,0.19938245797030624,0.456,0.456,0.20381352626959875,0.596,0.596,0.2054114785229911,0.706,0.706,0.13,0.23157498307337276,0.19271190476190475,145.062,28.0,4.75,122.5,40.400000000000006,29.4,0.16416525793650794,0.2225700992063492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,PMC-Patients,natural_language,fixed_256,1861,3.72,mean,False,0.914,0.914,0.914,0.9359666666666667,0.972,0.972,0.937202380952381,0.982,0.982,0.9377894622920938,0.99,0.99,0.938018130782746,0.998,0.998,0.938018130782746,0.998,0.998,0.914,0.9481340764754039,0.937202380952381,1.974,1.0,1.0,1.0,0.2,0.2,0.9175579166666666,0.9555392261904763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,PMC-Patients,keyword,fixed_512,946,1.89,mean,False,0.134,0.134,0.134,0.1830333333333333,0.264,0.264,0.1933031746031746,0.338,0.338,0.20112487139623364,0.458,0.458,0.20576014183263408,0.602,0.602,0.2072803281496017,0.712,0.712,0.134,0.2275940166571624,0.1933031746031746,112.94,27.0,5.0,115.25,39.800000000000004,28.799999999999997,0.1631274801587302,0.22601611111111108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,PMC-Patients,natural_language,fixed_512,946,1.89,mean,False,0.84,0.84,0.84,0.88,0.948,0.948,0.8817992063492063,0.962,0.962,0.8832338833938679,0.984,0.984,0.8835398107997953,0.992,0.992,0.8836271392311678,0.998,0.998,0.84,0.901440035980227,0.8817992063492063,3.256,1.0,1.0,1.0,0.8,0.2,0.8563049603174603,0.9047346825396825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,PMC-Patients,keyword,section,501,1.0,mean,False,0.154,0.154,0.154,0.20993333333333333,0.304,0.304,0.2252031746031746,0.416,0.416,0.2332333945809952,0.528,0.528,0.23852466778013678,0.692,0.692,0.23993294556415534,0.788,0.788,0.154,0.2699546249243753,0.2252031746031746,67.586,16.5,3.0,72.0,30.8,21.2,0.19571400793650795,0.2562611111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,PMC-Patients,natural_language,section,501,1.0,mean,False,0.842,0.842,0.842,0.8825666666666666,0.95,0.95,0.8843380952380954,0.964,0.964,0.885792562992563,0.984,0.984,0.8862595543345543,0.996,0.996,0.8862946420538527,0.998,0.998,0.842,0.9038626719911551,0.8843380952380954,2.69,1.0,1.0,1.0,0.4,0.2,0.8592296031746033,0.9079840476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,Synthetic,keyword,full,500,1.0,mean,False,0.066,0.066,0.066,0.14029999999999998,0.29,0.29,0.16183809523809523,0.456,0.456,0.18172393715675453,0.744,0.744,0.18699870168716787,0.888,0.888,0.1878360813796392,0.94,0.94,0.066,0.23017445287086397,0.16183809523809523,26.356,12.0,5.0,21.0,11.200000000000001,6.0,0.1375070833333333,0.18558978174603175,"[289.0, 310.0]",0.13076319675156883,0.05232558139534884,0.42441860465116277,12.0,172.0,273.0348837209302,0.16489768598202334,0.05421686746987952,0.45180722891566266,11.0,166.0,300.28915662650604,0.19169606114050558,0.09259259259259259,0.49382716049382713,11.0,162.0,330.2098765432099,-0.1071416966412584,0.01654494168424815,-0.07657561511511075,0.0871717124899358,0.021358872458362526,0.14918067226890755,0.058823529411764705,170.0,0.1523926237161531,0.058823529411764705,170.0,0.18532242063492063,0.08125,160.0,0.4013725221157074,0.8312605023384094,0.8802300727862615,237.52784729003906
BioLORD-2023,Biomedical Retriever,Synthetic,natural_language,full,500,1.0,mean,False,0.292,0.292,0.292,0.40520000000000006,0.588,0.588,0.4187396825396826,0.686,0.686,0.4218682599220525,0.734,0.734,0.42421318723621143,0.804,0.804,0.42493533289886476,0.858,0.858,0.292,0.4830979718183649,0.4187396825396826,38.608,3.0,1.0,22.25,19.6,14.2,0.38326619047619054,0.45744803571428566,"[289.0, 310.0]",0.3714170358065707,0.2441860465116279,0.6686046511627907,5.0,172.0,273.0348837209302,0.42629804934021803,0.2891566265060241,0.7469879518072289,3.0,166.0,300.28915662650604,0.46123848716441307,0.345679012345679,0.6419753086419753,2.0,162.0,330.2098765432099,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,Synthetic,keyword,fixed_256,1497,2.99,mean,False,0.08,0.08,0.08,0.14213333333333333,0.26,0.26,0.16296746031746032,0.418,0.418,0.17845025861651248,0.642,0.642,0.18671080461673575,0.876,0.876,0.18782902774743704,0.946,0.946,0.08,0.22218129335342685,0.16296746031746032,31.018,13.0,5.0,27.0,12.4,5.4,0.1402642857142857,0.18737089285714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,Synthetic,natural_language,fixed_256,1497,2.99,mean,False,0.356,0.356,0.356,0.46216666666666667,0.626,0.626,0.4716523809523809,0.696,0.696,0.47522469454350263,0.748,0.748,0.4769867964690797,0.804,0.804,0.4776476419153489,0.852,0.852,0.356,0.5260967661782567,0.4716523809523809,41.8,3.0,1.0,22.0,19.6,14.799999999999999,0.4357389880952381,0.510547757936508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,Synthetic,keyword,fixed_512,843,1.69,mean,False,0.06,0.06,0.06,0.11663333333333332,0.234,0.234,0.1372579365079365,0.388,0.388,0.15387201831536196,0.63,0.63,0.16262904740968015,0.878,0.878,0.16354583239729004,0.94,0.94,0.06,0.19528271512490455,0.1372579365079365,32.998,14.0,6.0,28.0,12.2,6.0,0.11469059523809524,0.16066376984126982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,Synthetic,natural_language,fixed_512,843,1.69,mean,False,0.272,0.272,0.272,0.38423333333333337,0.568,0.568,0.39775317460317466,0.668,0.668,0.4014930878718804,0.722,0.722,0.4039344679826055,0.796,0.796,0.4045407535071115,0.84,0.84,0.272,0.4627186393627701,0.39775317460317466,45.992,4.0,1.0,27.75,20.4,16.0,0.36204007936507937,0.43614867063492063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,Synthetic,keyword,section,843,1.69,mean,False,0.056,0.056,0.056,0.11096666666666666,0.23,0.23,0.13275873015873013,0.398,0.398,0.14814262826097188,0.624,0.624,0.1566129286710775,0.862,0.862,0.15766531502509382,0.934,0.934,0.056,0.19374970366041333,0.13275873015873013,35.134,14.5,6.0,28.0,13.8,6.6000000000000005,0.11129781746031746,0.1552516865079365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLORD-2023,Biomedical Retriever,Synthetic,natural_language,section,843,1.69,mean,False,0.288,0.288,0.288,0.39380000000000004,0.566,0.566,0.40651111111111105,0.66,0.66,0.41071607693132467,0.72,0.72,0.4127616546068559,0.78,0.78,0.41339988069947003,0.828,0.828,0.288,0.4674422877491373,0.40651111111111105,53.276,4.0,1.0,28.25,22.0,17.2,0.37060958333333327,0.4448650793650794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,MTSamples,keyword,full,500,1.0,cls,False,0.514,0.514,0.514,0.6133,0.778,0.778,0.6235174603174602,0.856,0.856,0.6279446863937576,0.918,0.918,0.6295026203511613,0.964,0.964,0.629807100886136,0.984,0.984,0.514,0.679489970869607,0.6235174603174602,8.608,1.0,1.0,4.0,3.5999999999999996,1.6,0.587055753968254,0.6586878174603176,"[297.33399999999995, 508.833]",0.5914385514684916,0.47904191616766467,0.844311377245509,2.0,167.0,197.32934131736528,0.6445113788487283,0.5240963855421686,0.8855421686746988,1.0,166.0,391.09638554216866,0.6347281627221747,0.5389221556886228,0.8383233532934131,1.0,167.0,794.8203592814372,-0.26936029323342375,9.269548111799939e-10,-0.17635596972625883,7.349266855511201e-05,0.023151511067052426,0.4934535690523715,0.39520958083832336,167.0,0.6503418435647351,0.5421686746987951,166.0,0.7269175933846592,0.6047904191616766,167.0,0.7213664650917053,0.8535080552101135,0.9254750730304486,293.626953125
MedCPT,Biomedical Retriever,MTSamples,natural_language,full,500,1.0,cls,False,0.64,0.64,0.64,0.7148,0.836,0.836,0.7250039682539683,0.912,0.912,0.7274327327900857,0.946,0.946,0.7287776434894934,0.984,0.984,0.7288413533645242,0.988,0.988,0.64,0.7697368691487206,0.7250039682539683,6.532,1.0,1.0,3.0,1.6,1.2,0.691192876984127,0.7580092857142857,"[297.33399999999995, 508.833]",0.6916120140671039,0.592814371257485,0.8802395209580839,1.0,167.0,197.32934131736528,0.6979871868426085,0.6144578313253012,0.927710843373494,1.0,166.0,391.09638554216866,0.7852509267179926,0.7125748502994012,0.9281437125748503,1.0,167.0,794.8203592814372,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,MTSamples,keyword,fixed_256,1768,3.54,cls,False,0.532,0.532,0.532,0.6317,0.792,0.792,0.6419301587301588,0.868,0.868,0.6449761614976012,0.91,0.91,0.6465957639820412,0.96,0.96,0.6468247504761513,0.976,0.976,0.532,0.6964727163088267,0.6419301587301588,11.106,1.0,1.0,4.0,4.0,2.4,0.6059181944444446,0.6782036507936507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,MTSamples,natural_language,fixed_256,1768,3.54,cls,False,0.692,0.692,0.692,0.7573666666666665,0.866,0.866,0.7659468253968255,0.926,0.926,0.7675391477803244,0.952,0.952,0.7685052753947277,0.976,0.976,0.7686694008839667,0.986,0.986,0.692,0.8044814789263189,0.7659468253968255,9.582,1.0,1.0,2.0,2.4,1.4000000000000001,0.7347507936507937,0.7983099603174604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,MTSamples,keyword,fixed_512,906,1.81,cls,False,0.528,0.528,0.528,0.6206333333333334,0.776,0.776,0.630234126984127,0.848,0.848,0.6351316999907557,0.918,0.918,0.6363618228418793,0.956,0.956,0.6366834052972983,0.978,0.978,0.528,0.6826514218505947,0.630234126984127,10.36,1.0,1.0,5.0,4.3999999999999995,2.1999999999999997,0.590951626984127,0.6663858333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,MTSamples,natural_language,fixed_512,906,1.81,cls,False,0.636,0.636,0.636,0.7149666666666668,0.836,0.836,0.7261,0.918,0.918,0.7281143401919716,0.948,0.948,0.7293149157274295,0.986,0.986,0.729369461181975,0.99,0.99,0.636,0.7720578645440805,0.7261,8.002,1.0,1.0,3.0,1.4000000000000001,1.0,0.6938482738095236,0.7579846230158729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,MTSamples,keyword,section,500,1.0,cls,False,0.514,0.514,0.514,0.6133,0.778,0.778,0.6235174603174602,0.856,0.856,0.6279446863937576,0.918,0.918,0.6295026203511613,0.964,0.964,0.629807100886136,0.984,0.984,0.514,0.679489970869607,0.6235174603174602,8.608,1.0,1.0,4.0,3.5999999999999996,1.6,0.587055753968254,0.6586878174603176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,MTSamples,natural_language,section,500,1.0,cls,False,0.64,0.64,0.64,0.7148,0.836,0.836,0.7250039682539683,0.912,0.912,0.7274327327900857,0.946,0.946,0.7287776434894934,0.984,0.984,0.7288413533645242,0.988,0.988,0.64,0.7697368691487206,0.7250039682539683,6.532,1.0,1.0,3.0,1.6,1.2,0.691192876984127,0.7580092857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,PMC-Patients,keyword,full,500,1.0,cls,False,0.49,0.49,0.49,0.5571999999999999,0.664,0.664,0.5686730158730159,0.752,0.752,0.5731660296359987,0.816,0.816,0.5767936511362137,0.918,0.918,0.5774111974421287,0.96,0.96,0.49,0.6121199331307212,0.5686730158730159,16.798,2.0,1.0,10.0,8.200000000000001,4.0,0.5312253968253968,0.6069321825396825,"[305.0, 495.16500000000013]",0.5482024754346183,0.47619047619047616,0.6785714285714286,2.0,168.0,208.53571428571428,0.5587157287157287,0.4666666666666667,0.7818181818181819,2.0,165.0,396.8727272727273,0.5991041726071666,0.5269461077844312,0.7964071856287425,1.0,167.0,704.8383233532934,-0.007939907844822203,0.8594297141749883,0.003388509236416424,0.939753292210502,0.01914203940677667,0.5714190666286475,0.48502994011976047,167.0,0.5306822528208069,0.4457831325301205,166.0,0.6036902385704781,0.5389221556886228,167.0,0.7088969349861145,0.8065455555915833,0.9274129199684946,318.4634704589844
