query_id,model,dataset,query_format,chunk_strategy,rank,reciprocal_rank
PMC-Patients_64,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_65,MedCPT,PMC-Patients,keyword,full,20,0.05
PMC-Patients_66,MedCPT,PMC-Patients,keyword,full,7,0.142857
PMC-Patients_67,MedCPT,PMC-Patients,keyword,full,29,0.034483
PMC-Patients_68,MedCPT,PMC-Patients,keyword,full,29,0.034483
PMC-Patients_69,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_70,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_71,MedCPT,PMC-Patients,keyword,full,222,0.004505
PMC-Patients_72,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_73,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_74,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_75,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_76,MedCPT,PMC-Patients,keyword,full,18,0.055556
PMC-Patients_77,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_78,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_79,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_80,MedCPT,PMC-Patients,keyword,full,27,0.037037
PMC-Patients_81,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_82,MedCPT,PMC-Patients,keyword,full,11,0.090909
PMC-Patients_83,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_84,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_85,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_86,MedCPT,PMC-Patients,keyword,full,33,0.030303
PMC-Patients_87,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_88,MedCPT,PMC-Patients,keyword,full,5,0.2
PMC-Patients_89,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_90,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_91,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_92,MedCPT,PMC-Patients,keyword,full,21,0.047619
PMC-Patients_93,MedCPT,PMC-Patients,keyword,full,27,0.037037
PMC-Patients_94,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_95,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_96,MedCPT,PMC-Patients,keyword,full,25,0.04
PMC-Patients_97,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_98,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_99,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_100,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_101,MedCPT,PMC-Patients,keyword,full,29,0.034483
PMC-Patients_102,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_103,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_104,MedCPT,PMC-Patients,keyword,full,99,0.010101
PMC-Patients_105,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_106,MedCPT,PMC-Patients,keyword,full,98,0.010204
PMC-Patients_107,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_108,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_109,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_110,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_111,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_112,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_113,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_114,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_115,MedCPT,PMC-Patients,keyword,full,12,0.083333
PMC-Patients_116,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_117,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_118,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_119,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_120,MedCPT,PMC-Patients,keyword,full,4,0.25
PMC-Patients_121,MedCPT,PMC-Patients,keyword,full,4,0.25
PMC-Patients_122,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_123,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_124,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_125,MedCPT,PMC-Patients,keyword,full,23,0.043478
PMC-Patients_126,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_127,MedCPT,PMC-Patients,keyword,full,89,0.011236
PMC-Patients_128,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_129,MedCPT,PMC-Patients,keyword,full,31,0.032258
PMC-Patients_130,MedCPT,PMC-Patients,keyword,full,12,0.083333
PMC-Patients_131,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_132,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_133,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_134,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_135,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_136,MedCPT,PMC-Patients,keyword,full,13,0.076923
PMC-Patients_137,MedCPT,PMC-Patients,keyword,full,12,0.083333
PMC-Patients_138,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_139,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_140,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_141,MedCPT,PMC-Patients,keyword,full,7,0.142857
PMC-Patients_142,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_143,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_144,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_145,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_146,MedCPT,PMC-Patients,keyword,full,4,0.25
PMC-Patients_147,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_148,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_149,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_150,MedCPT,PMC-Patients,keyword,full,55,0.018182
PMC-Patients_151,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_152,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_153,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_154,MedCPT,PMC-Patients,keyword,full,10,0.1
PMC-Patients_155,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_156,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_157,MedCPT,PMC-Patients,keyword,full,4,0.25
PMC-Patients_158,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_159,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_160,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_161,MedCPT,PMC-Patients,keyword,full,23,0.043478
PMC-Patients_162,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_163,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_164,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_165,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_166,MedCPT,PMC-Patients,keyword,full,17,0.058824
PMC-Patients_167,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_168,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_169,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_170,MedCPT,PMC-Patients,keyword,full,115,0.008696
PMC-Patients_171,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_172,MedCPT,PMC-Patients,keyword,full,14,0.071429
PMC-Patients_173,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_174,MedCPT,PMC-Patients,keyword,full,314,0.003185
PMC-Patients_175,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_176,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_177,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_178,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_179,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_180,MedCPT,PMC-Patients,keyword,full,22,0.045455
PMC-Patients_181,MedCPT,PMC-Patients,keyword,full,5,0.2
PMC-Patients_182,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_183,MedCPT,PMC-Patients,keyword,full,32,0.03125
PMC-Patients_184,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_185,MedCPT,PMC-Patients,keyword,full,12,0.083333
PMC-Patients_186,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_187,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_188,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_189,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_190,MedCPT,PMC-Patients,keyword,full,10,0.1
PMC-Patients_191,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_192,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_193,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_194,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_195,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_196,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_197,MedCPT,PMC-Patients,keyword,full,56,0.017857
PMC-Patients_198,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_199,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_200,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_201,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_202,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_203,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_204,MedCPT,PMC-Patients,keyword,full,6,0.166667
PMC-Patients_205,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_206,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_207,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_208,MedCPT,PMC-Patients,keyword,full,7,0.142857
PMC-Patients_209,MedCPT,PMC-Patients,keyword,full,7,0.142857
PMC-Patients_210,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_211,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_212,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_213,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_214,MedCPT,PMC-Patients,keyword,full,27,0.037037
PMC-Patients_215,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_216,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_217,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_218,MedCPT,PMC-Patients,keyword,full,119,0.008403
PMC-Patients_219,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_220,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_221,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_222,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_223,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_224,MedCPT,PMC-Patients,keyword,full,28,0.035714
PMC-Patients_225,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_226,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_227,MedCPT,PMC-Patients,keyword,full,18,0.055556
PMC-Patients_228,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_229,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_230,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_231,MedCPT,PMC-Patients,keyword,full,111,0.009009
PMC-Patients_232,MedCPT,PMC-Patients,keyword,full,112,0.008929
PMC-Patients_233,MedCPT,PMC-Patients,keyword,full,8,0.125
PMC-Patients_234,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_235,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_236,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_237,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_238,MedCPT,PMC-Patients,keyword,full,6,0.166667
PMC-Patients_239,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_240,MedCPT,PMC-Patients,keyword,full,54,0.018519
PMC-Patients_241,MedCPT,PMC-Patients,keyword,full,124,0.008065
PMC-Patients_242,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_243,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_244,MedCPT,PMC-Patients,keyword,full,16,0.0625
PMC-Patients_245,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_246,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_247,MedCPT,PMC-Patients,keyword,full,21,0.047619
PMC-Patients_248,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_249,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_250,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_251,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_252,MedCPT,PMC-Patients,keyword,full,91,0.010989
PMC-Patients_253,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_254,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_255,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_256,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_257,MedCPT,PMC-Patients,keyword,full,19,0.052632
PMC-Patients_258,MedCPT,PMC-Patients,keyword,full,5,0.2
PMC-Patients_259,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_260,MedCPT,PMC-Patients,keyword,full,131,0.007634
PMC-Patients_261,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_262,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_263,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_264,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_265,MedCPT,PMC-Patients,keyword,full,88,0.011364
PMC-Patients_266,MedCPT,PMC-Patients,keyword,full,10,0.1
PMC-Patients_267,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_268,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_269,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_270,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_271,MedCPT,PMC-Patients,keyword,full,59,0.016949
PMC-Patients_272,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_273,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_274,MedCPT,PMC-Patients,keyword,full,15,0.066667
PMC-Patients_275,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_276,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_277,MedCPT,PMC-Patients,keyword,full,15,0.066667
PMC-Patients_278,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_279,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_280,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_281,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_282,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_283,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_284,MedCPT,PMC-Patients,keyword,full,38,0.026316
PMC-Patients_285,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_286,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_287,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_288,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_289,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_290,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_291,MedCPT,PMC-Patients,keyword,full,5,0.2
PMC-Patients_292,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_293,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_294,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_295,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_296,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_297,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_298,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_299,MedCPT,PMC-Patients,keyword,full,19,0.052632
PMC-Patients_300,MedCPT,PMC-Patients,keyword,full,6,0.166667
PMC-Patients_301,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_302,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_303,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_304,MedCPT,PMC-Patients,keyword,full,10,0.1
PMC-Patients_305,MedCPT,PMC-Patients,keyword,full,10,0.1
PMC-Patients_306,MedCPT,PMC-Patients,keyword,full,6,0.166667
PMC-Patients_307,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_308,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_309,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_310,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_311,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_312,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_313,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_314,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_315,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_316,MedCPT,PMC-Patients,keyword,full,14,0.071429
PMC-Patients_317,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_318,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_319,MedCPT,PMC-Patients,keyword,full,6,0.166667
PMC-Patients_320,MedCPT,PMC-Patients,keyword,full,5,0.2
PMC-Patients_321,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_322,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_323,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_324,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_325,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_326,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_327,MedCPT,PMC-Patients,keyword,full,15,0.066667
PMC-Patients_328,MedCPT,PMC-Patients,keyword,full,125,0.008
PMC-Patients_329,MedCPT,PMC-Patients,keyword,full,32,0.03125
PMC-Patients_330,MedCPT,PMC-Patients,keyword,full,11,0.090909
PMC-Patients_331,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_332,MedCPT,PMC-Patients,keyword,full,4,0.25
PMC-Patients_333,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_334,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_335,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_336,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_337,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_338,MedCPT,PMC-Patients,keyword,full,5,0.2
PMC-Patients_339,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_340,MedCPT,PMC-Patients,keyword,full,6,0.166667
PMC-Patients_341,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_342,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_343,MedCPT,PMC-Patients,keyword,full,11,0.090909
PMC-Patients_344,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_345,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_346,MedCPT,PMC-Patients,keyword,full,8,0.125
PMC-Patients_347,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_348,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_349,MedCPT,PMC-Patients,keyword,full,261,0.003831
PMC-Patients_350,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_351,MedCPT,PMC-Patients,keyword,full,15,0.066667
PMC-Patients_352,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_353,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_354,MedCPT,PMC-Patients,keyword,full,13,0.076923
PMC-Patients_355,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_356,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_357,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_358,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_359,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_360,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_361,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_362,MedCPT,PMC-Patients,keyword,full,24,0.041667
PMC-Patients_363,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_364,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_365,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_366,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_367,MedCPT,PMC-Patients,keyword,full,11,0.090909
PMC-Patients_368,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_369,MedCPT,PMC-Patients,keyword,full,28,0.035714
PMC-Patients_370,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_371,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_372,MedCPT,PMC-Patients,keyword,full,13,0.076923
PMC-Patients_373,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_374,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_375,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_376,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_377,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_378,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_379,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_380,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_381,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_382,MedCPT,PMC-Patients,keyword,full,218,0.004587
PMC-Patients_383,MedCPT,PMC-Patients,keyword,full,17,0.058824
PMC-Patients_384,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_385,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_386,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_387,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_388,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_389,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_390,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_391,MedCPT,PMC-Patients,keyword,full,6,0.166667
PMC-Patients_392,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_393,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_394,MedCPT,PMC-Patients,keyword,full,67,0.014925
PMC-Patients_395,MedCPT,PMC-Patients,keyword,full,28,0.035714
PMC-Patients_396,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_397,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_398,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_399,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_400,MedCPT,PMC-Patients,keyword,full,57,0.017544
PMC-Patients_401,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_402,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_403,MedCPT,PMC-Patients,keyword,full,10,0.1
PMC-Patients_404,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_405,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_406,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_407,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_408,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_409,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_410,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_411,MedCPT,PMC-Patients,keyword,full,44,0.022727
PMC-Patients_412,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_413,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_414,MedCPT,PMC-Patients,keyword,full,62,0.016129
PMC-Patients_415,MedCPT,PMC-Patients,keyword,full,25,0.04
PMC-Patients_416,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_417,MedCPT,PMC-Patients,keyword,full,4,0.25
PMC-Patients_418,MedCPT,PMC-Patients,keyword,full,236,0.004237
PMC-Patients_419,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_420,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_421,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_422,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_423,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_424,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_425,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_426,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_427,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_428,MedCPT,PMC-Patients,keyword,full,4,0.25
PMC-Patients_429,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_430,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_431,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_432,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_433,MedCPT,PMC-Patients,keyword,full,7,0.142857
PMC-Patients_434,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_435,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_436,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_437,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_438,MedCPT,PMC-Patients,keyword,full,5,0.2
PMC-Patients_439,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_440,MedCPT,PMC-Patients,keyword,full,9,0.111111
PMC-Patients_441,MedCPT,PMC-Patients,keyword,full,6,0.166667
PMC-Patients_442,MedCPT,PMC-Patients,keyword,full,3,0.333333
PMC-Patients_443,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_444,MedCPT,PMC-Patients,keyword,full,1,1.0
PMC-Patients_445,MedCPT,PMC-Patients,keyword,full,5,0.2
PMC-Patients_446,MedCPT,PMC-Patients,keyword,full,2,0.5
PMC-Patients_447,MedCPT,PMC-Patients,keyword,full,4,0.25
PMC-Patients_448,MedCPT,PMC-Patients,keyword,full,4,0.25
